age,married,sex,race,hispanic,hhinc,away,employ,numinc,violent,injury,medtreat,medexp,robbery,assault,pweight,pstrat,ppsu
35,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2710.43146,140,1
35,0,0,1,2,10,1,1,0,0,0,0,0,0,0,2478.56038,80,1
29,1,1,1,2,7,1,0,0,0,0,0,0,0,0,1928.23696,140,1
33,1,0,1,1,7,1,1,0,0,0,0,0,0,0,2042.60251,140,1
17,0,1,1,2,7,1,0,0,0,0,0,0,0,0,2868.41988,140,1
53,.,1,1,2,.,0,1,0,0,0,0,0,0,0,1991.06819,80,1
23,1,1,1,1,.,1,1,0,0,0,0,0,0,0,2134.85638,140,1
27,1,0,1,1,.,0,0,0,0,0,0,0,0,0,2252.24379,140,1
50,0,1,1,2,12,1,1,0,0,0,0,0,0,0,1991.06819,80,1
33,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2303.85298,80,1
22,1,0,4,2,.,0,0,0,0,0,0,0,0,0,2460.43415,140,1
23,1,1,4,2,.,0,1,0,0,0,0,0,0,0,2010.12361,140,1
25,0,0,4,2,.,0,1,0,0,0,0,0,0,0,2485.45999,80,1
67,1,0,4,2,.,0,0,0,0,0,0,0,0,0,1899.01849,140,1
65,1,1,4,2,.,0,0,0,0,0,0,0,0,0,1904.13621,140,1
62,0,1,1,2,13,1,1,0,0,0,0,0,0,0,2321.51801,79,1
67,1,1,1,2,.,0,1,0,0,0,0,0,0,0,1924.66852,140,1
40,0,1,1,2,13,1,1,0,0,0,0,0,0,0,2336.98776,79,1
45,0,1,1,1,13,1,1,0,0,0,0,0,0,0,2473.35692,79,1
59,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2165.25326,140,1
45,1,1,1,2,9,1,1,0,0,0,0,0,0,0,2033.00035,140,1
46,1,0,1,2,9,0,1,0,0,0,0,0,0,0,2243.60349,140,1
35,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2596.3064,79,1
41,0,0,1,2,14,1,1,0,0,0,0,0,0,0,2508.43025,79,1
62,1,0,1,2,13,0,0,0,0,0,0,0,0,0,2292.58656,140,1
61,1,1,1,2,13,1,0,0,0,0,0,0,0,0,2043.79539,140,1
31,0,0,1,2,12,1,1,0,0,0,0,0,0,0,2538.5975,80,2
33,0,0,1,2,9,0,1,0,0,0,0,0,0,0,2122.32868,140,1
53,0,0,1,2,14,0,1,0,0,0,0,0,0,0,2628.68911,80,2
45,0,1,1,2,14,0,1,0,0,0,0,0,0,0,2120.6804,80,2
16,0,1,1,2,14,1,0,0,0,0,0,0,0,0,2408.97693,80,2
31,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2191.40572,140,1
39,1,0,1,1,.,1,1,0,0,0,0,0,0,0,2823.90807,140,1
22,0,0,1,1,.,1,1,0,0,0,0,0,0,0,2912.01286,140,1
42,1,1,1,2,.,1,0,0,0,0,0,0,0,0,2071.9057,80,2
43,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2223.90165,80,2
14,0,1,1,2,.,1,0,1,0,0,0,0,0,0,2778.63764,80,2
38,1,1,1,1,6,0,0,0,0,0,0,0,0,0,2067.42429,140,1
39,1,0,1,1,6,0,1,0,0,0,0,0,0,0,2251.55325,140,1
18,0,0,1,1,6,0,1,0,0,0,0,0,0,0,3501.51939,140,1
14,0,0,1,1,6,0,0,0,0,0,0,0,0,0,2233.0404,140,1
39,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2067.42429,140,1
24,1,0,1,1,3,1,1,0,0,0,0,0,0,0,2508.71154,140,1
21,0,0,1,1,3,1,1,0,0,0,0,0,0,0,3443.9331,140,1
19,0,1,1,1,3,0,0,0,0,0,0,0,0,0,2970.62925,140,1
14,0,1,1,1,3,0,0,0,0,0,0,0,0,0,2269.07532,140,1
15,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2233.0404,140,1
51,1,0,1,2,13,1,0,1,0,0,0,0,0,0,2251.51334,80,2
52,1,1,1,2,13,1,1,0,0,0,0,0,0,0,1991.06819,80,2
71,1,1,1,2,4,0,0,0,0,0,0,0,0,0,1990.52085,140,1
74,1,0,1,2,4,0,0,0,0,0,0,0,0,0,2015.14264,140,1
43,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2222.6186,80,2
14,0,1,1,2,14,1,0,0,0,0,0,0,0,0,2980.75907,80,2
42,0,1,1,2,14,1,0,0,0,0,0,0,0,0,2465.38655,80,2
46,1,1,1,2,12,0,1,0,0,0,0,0,0,0,2077.37262,140,1
50,1,0,1,2,12,0,1,0,0,0,0,0,0,0,2024.22357,140,1
22,0,1,1,2,12,0,1,0,0,0,0,0,0,0,2525.14321,140,1
18,0,1,1,2,12,0,0,0,0,0,0,0,0,0,2970.62925,140,1
17,0,1,1,2,12,0,0,0,0,0,0,0,0,0,2646.48551,140,1
53,1,0,1,2,13,1,1,0,0,0,0,0,0,0,1991.06819,80,2
63,1,0,1,2,12,0,1,0,0,0,0,0,0,0,2021.23184,140,1
59,1,1,1,2,12,0,0,0,0,0,0,0,0,0,1927.95679,140,1
81,0,1,1,2,12,0,0,0,0,0,0,0,0,0,2232.59655,140,1
15,0,0,1,2,12,1,0,1,0,0,0,0,0,0,2233.0404,140,1
60,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2010.49441,80,2
59,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2167.13192,80,2
32,0,1,1,1,.,0,1,0,0,0,0,0,0,0,1999.90689,140,1
14,0,0,1,1,.,0,0,0,0,0,0,0,0,0,2272.34568,140,1
47,1,0,1,2,11,1,1,1,0,0,0,0,0,0,2239.00107,80,2
18,0,1,1,2,11,1,1,0,0,0,0,0,0,0,3347.43278,80,2
45,1,1,1,1,.,0,1,0,0,0,0,0,0,0,2113.93789,140,1
52,1,0,1,2,.,0,1,0,0,0,0,0,0,0,2059.85333,140,1
27,1,1,1,1,5,1,0,0,0,0,0,0,0,0,2304.84138,80,2
27,1,0,1,1,5,1,1,0,0,0,0,0,0,0,2539.89251,80,2
24,0,1,1,2,.,1,1,0,0,0,0,0,0,0,2151.05601,140,1
50,.,0,1,2,.,0,1,0,0,0,0,0,0,0,2251.51334,80,2
22,0,1,1,1,6,1,1,0,0,0,0,0,0,0,2507.54002,80,2
23,0,0,1,2,6,1,1,0,0,0,0,0,0,0,3207.26568,80,2
63,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1957.51898,140,1
44,1,1,1,1,6,1,1,0,0,0,0,0,0,0,2336.98776,79,2
13,0,1,1,1,6,1,0,0,0,0,0,0,0,0,2693.91032,79,2
12,0,1,1,1,6,1,0,0,0,0,0,0,0,0,2693.91032,79,2
45,1,0,1,1,6,1,1,0,0,0,0,0,0,0,2354.21322,79,2
14,0,0,1,1,6,1,0,0,0,0,0,0,0,0,2691.78657,79,2
56,1,0,1,1,13,1,1,0,0,0,0,0,0,0,2419.54851,79,2
48,1,1,1,1,13,0,1,0,0,0,0,0,0,0,2229.80412,79,2
27,0,1,1,1,13,0,1,1,0,0,0,0,0,0,2938.13509,79,2
26,0,0,1,1,13,0,0,0,0,0,0,0,0,0,3010.34307,79,2
19,0,0,1,1,13,1,0,0,0,0,0,0,0,0,2815.60906,79,2
27,1,1,1,1,2,0,0,1,0,0,0,0,0,0,2208.79347,140,1
26,1,0,1,1,2,0,1,0,0,0,0,0,0,0,2415.80034,140,1
24,0,1,1,1,14,1,0,0,0,0,0,0,0,0,3148.55447,79,2
17,0,0,1,1,14,1,0,0,0,0,0,0,0,0,3010.29048,79,2
42,1,1,1,1,14,1,0,0,0,0,0,0,0,0,2336.98776,79,2
29,0,0,4,2,7,1,1,0,0,0,0,0,0,0,2274.65292,140,1
23,0,1,4,2,7,1,0,0,0,0,0,0,0,0,2419.45715,140,1
56,1,1,1,1,5,1,0,0,0,0,0,0,0,0,2278.64591,79,2
57,1,0,1,1,5,1,1,0,0,0,0,0,0,0,2419.54851,79,2
20,0,1,1,1,5,1,1,0,0,0,0,0,0,0,2883.79168,79,2
34,0,1,3,2,2,0,0,0,0,0,0,0,0,0,1883.05878,140,1
58,0,1,1,2,.,1,1,0,0,0,0,0,0,0,2176.37088,80,1
28,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2415.80034,140,1
29,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2708.03726,140,1
64,1,1,1,2,14,1,0,0,0,0,0,0,0,0,2051.69093,80,1
65,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2083.52936,80,1
34,0,1,1,2,6,1,1,0,0,0,0,0,0,0,3230.82294,135,2
60,0,1,1,2,6,0,1,0,0,0,0,0,0,0,3039.76864,135,2
17,0,1,1,2,6,1,0,0,0,0,0,0,0,0,3755.45898,135,2
79,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2009.45875,80,1
47,1,0,1,2,13,1,0,0,0,0,0,0,0,0,3043.50997,135,2
32,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2635.2003,135,2
69,1,0,1,2,.,1,0,0,0,0,0,0,0,0,2083.52936,80,1
55,1,1,1,2,10,1,1,0,0,0,0,0,0,0,2789.55629,135,2
69,1,0,1,2,10,0,1,0,0,0,0,0,0,0,2858.63003,135,2
20,0,0,4,2,.,1,1,1,0,0,0,0,0,0,3177.9269,80,1
17,0,0,4,2,.,1,0,0,0,0,0,0,0,0,3010.94005,80,1
53,1,0,4,2,.,1,1,0,0,0,0,0,0,0,2740.54592,80,1
48,1,1,4,2,.,1,1,0,0,0,0,0,0,0,2442.52669,80,1
40,0,0,1,2,8,1,1,0,0,0,0,0,0,0,3118.81377,135,2
41,0,0,1,2,8,1,1,0,0,0,0,0,0,0,3911.63007,135,2
57,0,1,1,2,12,1,1,0,0,0,0,0,0,0,2176.37088,80,1
31,0,0,1,2,12,1,1,0,0,0,0,0,0,0,2624.96522,80,1
62,1,0,1,2,11,1,1,0,0,0,0,0,0,0,3094.51786,135,2
62,1,1,1,2,11,1,1,0,0,0,0,0,0,0,3109.57378,135,2
34,0,1,1,2,12,0,1,1,0,0,0,0,0,0,2288.1234,80,1
13,0,0,1,2,12,0,0,0,0,0,0,0,0,0,2512.17128,80,1
51,0,0,1,2,12,1,1,0,0,0,0,0,0,0,3269.71836,80,1
39,0,0,1,2,11,1,1,0,0,0,0,0,0,0,2843.54773,135,2
36,0,1,1,2,11,1,1,0,0,0,0,0,0,0,2956.73285,135,2
33,1,0,4,2,13,1,1,0,0,0,0,0,0,0,2278.79801,80,1
32,1,1,4,2,13,0,1,0,0,0,0,0,0,0,2239.08655,80,1
35,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2472.07476,80,1
51,0,1,1,2,13,1,1,0,0,0,0,0,0,0,2173.53717,80,1
42,0,1,1,2,4,0,0,0,0,0,0,0,0,0,2893.53361,135,2
62,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2051.69093,80,1
59,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2259.48901,80,1
62,1,1,4,2,.,1,0,0,0,0,0,0,0,0,2193.38757,80,2
41,0,0,1,1,6,1,1,0,0,0,0,0,0,0,3225.00272,135,2
29,1,1,1,2,12,1,0,0,0,0,0,0,0,0,2463.54644,80,2
35,1,0,1,1,12,1,0,0,0,0,0,0,0,0,2599.28017,80,2
78,1,0,1,2,.,1,0,0,0,0,0,0,0,0,2907.02719,135,2
81,1,1,1,2,.,0,0,0,0,0,0,0,0,0,2685.68688,135,2
38,1,0,4,2,.,1,1,0,0,0,0,0,0,0,2403.77616,80,2
15,0,0,4,2,.,0,0,0,0,0,0,0,0,0,2519.63201,80,2
12,0,0,4,2,.,0,0,0,0,0,0,0,0,0,2442.76489,80,2
71,1,0,1,2,12,0,0,0,0,0,0,0,0,0,2827.21837,135,2
78,1,1,1,2,12,0,0,0,0,0,0,0,0,0,2685.68688,135,2
27,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2463.54644,80,2
29,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2585.39043,80,2
37,1,1,4,2,13,1,1,0,0,0,0,0,0,0,2136.25258,80,2
40,1,0,4,2,13,1,1,0,0,0,0,0,0,0,2288.5484,80,2
70,1,0,1,2,.,1,0,0,0,0,0,0,0,0,2827.21837,135,2
60,1,1,1,2,.,1,0,0,0,0,0,0,0,0,2943.3623,135,2
69,1,1,1,2,6,0,0,0,0,0,0,0,0,0,2456.58688,135,2
70,1,0,1,2,6,0,0,0,0,0,0,0,0,0,2902.09818,135,2
46,1,1,1,2,10,1,1,0,0,0,0,0,0,0,2897.41405,135,2
51,1,0,1,2,10,1,1,0,0,0,0,0,0,0,2823.28445,135,2
33,0,1,2,2,.,0,1,0,0,0,0,0,0,0,2431.03879,80,2
12,0,0,2,2,.,0,0,0,0,0,0,0,0,0,3805.04767,80,2
35,1,0,1,2,12,1,1,0,0,0,0,0,0,0,3140.35236,135,2
34,1,1,1,2,12,0,0,0,0,0,0,0,0,0,2741.12042,135,2
14,0,0,1,2,12,1,0,0,0,0,0,0,0,0,3114.53158,135,2
32,0,1,1,2,1,1,1,0,0,0,0,0,0,0,2288.1234,80,2
48,1,1,1,2,11,1,0,0,0,0,0,0,0,0,2897.41405,135,2
12,0,0,1,2,11,0,0,0,0,0,0,0,0,0,2858.42998,135,2
58,1,0,1,2,11,1,1,0,0,0,0,0,0,0,3084.31885,135,2
30,0,0,1,2,12,1,1,0,0,0,0,0,0,0,2328.70455,80,2
33,0,0,1,2,6,1,1,0,0,0,0,0,0,0,2624.96522,80,2
21,0,1,1,2,6,1,1,1,0,0,0,0,0,0,2751.82172,80,2
67,1,0,1,2,13,1,0,0,0,0,0,0,0,0,2838.06728,135,2
66,1,1,1,2,13,1,0,0,0,0,0,0,0,0,2456.58688,135,2
51,1,0,1,2,11,1,1,0,0,0,0,0,0,0,2823.28445,135,2
49,1,1,1,2,11,1,1,0,0,0,0,0,0,0,2897.41405,135,2
40,1,1,1,1,2,1,0,0,0,0,0,0,0,0,2573.33893,80,2
62,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2541.22461,135,2
62,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2819.11173,135,2
20,1,1,1,1,9,1,1,1,0,0,0,0,0,0,2893.42205,80,2
20,1,0,1,1,9,1,1,0,0,0,0,0,0,0,2978.01189,80,2
26,1,1,1,2,12,1,1,0,0,0,0,0,0,0,3034.42512,135,2
27,1,0,1,2,12,1,1,0,0,0,0,0,0,0,3318.80972,135,2
43,0,0,1,1,11,1,1,0,0,0,0,0,0,0,2459.0092,80,2
47,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2904.11318,135,2
27,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2344.17739,80,1
31,1,0,1,2,14,0,1,0,0,0,0,0,0,0,2446.28051,80,1
60,0,0,1,2,7,1,0,0,0,0,0,0,0,0,2748.62694,135,2
59,0,1,1,2,7,1,1,0,0,0,0,0,0,0,2858.38885,135,2
35,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2423.81034,79,2
39,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2680.93072,79,2
37,1,1,1,2,.,1,1,0,0,0,0,0,0,0,2479.27842,80,1
53,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2414.9898,79,2
42,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2329.47471,80,1
53,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2414.9898,79,2
15,0,0,1,2,.,1,0,1,0,0,0,0,0,0,2948.45342,79,2
32,1,0,1,1,13,0,1,0,0,0,0,0,0,0,2572.15863,80,2
31,1,1,1,1,13,1,1,0,0,0,0,0,0,0,2213.87183,80,2
47,0,0,1,2,13,1,1,0,0,0,0,0,0,0,2494.94672,79,2
63,1,0,1,2,12,1,0,0,0,0,0,0,0,0,2299.32121,80,2
66,1,1,1,2,12,1,0,0,0,0,0,0,0,0,2139.42817,80,2
65,1,1,1,2,13,1,0,0,0,0,0,0,0,0,2242.99524,79,2
13,0,1,1,2,13,1,0,0,0,0,0,0,0,0,2483.78009,79,2
70,1,0,1,2,13,1,0,0,0,0,0,0,0,0,2219.26978,79,2
43,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2771.56445,80,2
37,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2606.85451,80,2
66,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2242.99524,79,2
71,1,0,1,2,13,0,0,0,0,0,0,0,0,0,2219.26978,79,2
49,1,0,1,1,14,1,1,0,0,0,0,0,0,0,2470.97321,80,2
48,1,1,1,2,14,1,1,1,0,0,0,0,0,0,2299.32942,80,2
14,0,0,1,2,14,0,0,0,0,0,0,0,0,0,2886.96335,80,2
45,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2494.94672,79,2
44,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2410.58106,79,2
37,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2479.27842,80,2
34,1,0,1,2,14,1,1,2,2,0,0,0,0,0,2446.28051,80,2
31,1,1,1,2,12,1,0,0,0,0,0,0,0,0,2160.23092,79,2
32,1,0,1,2,12,1,1,0,0,0,0,0,0,0,2574.89476,79,2
13,0,1,1,2,12,1,0,0,0,0,0,0,0,0,2483.78009,79,2
72,1,0,1,2,14,0,1,0,0,0,0,0,0,0,2361.84203,80,2
75,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2146.12975,80,2
53,1,1,1,2,.,1,0,0,0,0,0,0,0,0,2125.75429,79,2
55,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2450.50481,80,2
58,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2282.97145,79,2
67,1,1,1,2,14,1,0,0,0,0,0,0,0,0,2034.72732,80,2
70,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2361.84203,80,2
30,0,0,2,2,13,1,1,0,0,0,0,0,0,0,3470.91393,80,2
30,0,0,2,2,11,1,1,0,0,0,0,0,0,0,2882.79218,80,2
41,1,0,1,2,14,1,1,1,0,0,0,0,0,0,2635.92767,80,2
43,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2329.47471,80,2
58,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2286.76573,79,1
68,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2343.3896,79,1
43,0,1,1,2,12,1,1,0,0,0,0,0,0,0,2329.47471,80,2
17,.,1,1,1,12,1,1,0,0,0,0,0,0,0,2853.46447,80,2
46,0,1,1,1,12,1,1,0,0,0,0,0,0,0,2425.65919,80,2
15,0,0,1,2,12,1,0,0,0,0,0,0,0,0,2745.6791,80,2
43,1,0,4,2,.,1,1,0,0,0,0,0,0,0,2426.29118,79,1
76,1,1,1,2,12,0,0,0,0,0,0,0,0,0,2146.12975,80,1
77,1,0,1,2,12,1,1,0,0,0,0,0,0,0,2028.48504,80,1
42,1,1,1,2,.,0,1,0,0,0,0,0,0,0,2410.58106,79,1
47,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2494.94672,79,1
85,0,1,1,2,9,1,0,0,0,0,0,0,0,0,2146.12975,80,1
36,0,0,1,.,.,1,1,0,0,0,0,0,0,0,3362.43521,79,1
36,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2680.93072,79,1
37,1,1,1,1,14,0,1,0,0,0,0,0,0,0,2423.81034,79,1
17,0,1,1,1,14,1,1,0,0,0,0,0,0,0,3078.57381,79,1
70,1,0,1,2,14,0,0,0,0,0,0,0,0,0,2361.84203,80,1
25,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2908.88082,79,1
27,0,0,1,2,14,1,1,0,0,0,0,0,0,0,2463.71178,79,1
29,0,0,1,1,.,1,0,0,0,0,0,0,0,0,2640.65277,80,1
44,0,1,1,2,.,0,0,1,0,0,0,0,0,0,2583.91414,80,1
29,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2842.0368,80,1
46,0,1,1,2,.,1,0,1,0,0,0,0,0,0,2425.65919,80,1
62,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2222.35691,80,1
41,1,1,1,2,.,1,0,0,0,0,0,0,0,0,2329.47471,80,1
39,1,1,1,2,.,1,1,0,0,0,0,0,0,0,2423.81034,79,1
66,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2034.72732,80,1
38,0,0,1,2,10,1,1,0,0,0,0,0,0,0,2680.93072,79,1
84,0,1,1,2,3,0,0,0,0,0,0,0,0,0,2146.12975,80,1
35,1,0,1,2,13,1,1,0,0,0,0,0,0,0,8031.7994,80,2
33,1,1,1,2,13,1,1,0,0,0,0,0,0,0,6911.0537,80,2
69,0,1,1,2,7,0,0,0,0,0,0,0,0,0,2034.72732,80,1
76,0,1,1,2,2,0,0,0,0,0,0,0,0,0,6751.70127,80,2
45,0,1,1,2,.,0,0,0,0,0,0,0,0,0,2186.80321,80,1
80,0,1,1,1,.,0,0,0,0,0,0,0,0,0,2146.12975,80,1
48,1,0,4,2,13,0,1,0,0,0,0,0,0,0,7708.6297,80,2
48,1,1,4,2,13,0,1,0,0,0,0,0,0,0,6985.0341,80,2
20,0,0,4,2,13,0,1,0,0,0,0,0,0,0,9535.40646,80,2
17,0,1,4,2,13,1,0,0,0,0,0,0,0,0,9855.38966,80,2
40,1,1,1,2,.,1,1,0,0,0,0,0,0,0,2207.37646,70,2
41,1,0,1,2,.,1,1,0,0,0,0,0,0,0,2369.31061,70,2
15,0,1,1,2,.,1,0,1,0,0,0,0,0,0,2960.3178,70,2
29,1,0,1,2,13,1,1,1,0,0,0,0,0,0,2522.47459,70,2
30,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2288.05376,70,2
30,1,1,1,2,11,1,1,0,0,0,0,0,0,0,6911.0537,80,2
57,0,1,1,2,12,1,1,1,0,0,0,0,0,0,2152.2703,70,2
29,1,1,1,1,13,1,1,0,0,0,0,0,0,0,2289.03538,70,2
36,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2461.56306,70,2
43,1,1,1,2,14,1,1,0,0,0,0,0,0,0,7257.43904,80,2
55,1,0,1,2,14,0,1,0,0,0,0,0,0,0,7839.21995,80,2
24,0,1,1,2,9,0,0,0,0,0,0,0,0,0,2676.48261,70,1
24,0,0,1,2,9,1,1,0,0,0,0,0,0,0,3175.01294,70,1
69,0,1,1,1,.,1,0,0,0,0,0,0,0,0,6968.19172,80,2
27,1,1,1,2,10,1,0,0,0,0,0,0,0,0,2326.9161,70,1
27,1,0,1,2,10,1,1,0,0,0,0,0,0,0,2442.00251,70,1
34,0,0,4,2,11,1,0,0,0,0,0,0,0,0,7018.02544,80,2
27,0,0,1,2,9,1,1,0,0,0,0,0,0,0,2442.00251,70,1
27,1,0,1,2,12,1,1,0,0,0,0,0,0,0,7760.5335,80,2
27,1,1,1,2,12,1,1,0,0,0,0,0,0,0,6981.11115,80,2
82,0,1,1,2,.,0,0,0,0,0,0,0,0,0,1995.67841,70,1
30,0,1,4,2,13,1,1,0,0,0,0,0,0,0,8041.01222,80,2
36,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2455.12191,70,1
37,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2168.06662,70,1
38,1,0,1,2,14,1,1,0,0,0,0,0,0,0,8031.7994,80,2
37,1,1,4,2,14,1,1,0,0,0,0,0,0,0,7711.40557,80,2
58,0,1,1,2,12,0,1,0,0,0,0,0,0,0,7096.08921,80,2
47,1,1,1,1,11,0,1,0,0,0,0,0,0,0,2644.05356,70,1
43,1,0,4,2,13,1,1,0,0,0,0,0,0,0,7676.2989,80,2
12,0,0,4,2,13,0,0,0,0,0,0,0,0,0,7944.4436,80,2
53,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2966.66162,70,1
52,1,1,1,2,13,1,1,0,0,0,0,0,0,0,2302.44593,70,1
49,0,1,1,2,4,1,1,0,0,0,0,0,0,0,2400.10537,79,1
77,0,1,1,2,4,0,0,0,0,0,0,0,0,0,1995.67841,70,2
37,0,0,1,2,.,1,1,0,0,0,0,0,0,0,2619.03655,79,1
70,0,1,1,2,4,1,0,0,0,0,0,0,0,0,1916.55452,70,2
35,0,1,1,2,9,1,1,0,0,0,0,0,0,0,2514.56144,79,1
59,0,0,1,2,5,1,0,0,0,0,0,0,0,0,2243.99403,70,2
27,0,1,1,2,9,1,1,0,0,0,0,0,0,0,2790.95469,79,1
27,0,0,1,2,9,1,1,0,0,0,0,0,0,0,2530.58124,79,1
52,0,1,1,2,9,0,1,0,0,0,0,0,0,0,2158.63162,70,2
33,0,1,1,2,8,1,1,0,0,0,0,0,0,0,2253.57997,79,1
26,1,1,1,1,9,1,0,0,0,0,0,0,0,0,2322.76007,81,2
32,1,0,1,2,9,1,1,0,0,0,0,0,0,0,2558.3335,81,2
64,0,0,4,2,7,0,0,0,0,0,0,0,0,0,2568.53522,79,1
90,0,0,4,2,7,0,0,0,0,0,0,0,0,0,2316.52458,79,1
26,1,1,1,2,10,0,0,0,0,0,0,0,0,0,2148.55307,81,2
47,0,1,1,2,5,0,0,0,0,0,0,0,0,0,2137.16735,81,2
15,0,0,1,2,5,0,0,0,0,0,0,0,0,0,2579.95682,81,2
12,0,1,1,2,5,0,0,0,0,0,0,0,0,0,2581.99235,81,2
84,0,1,1,2,3,0,0,0,0,0,0,0,0,0,2201.61778,79,1
42,0,1,1,1,14,1,1,0,0,0,0,0,0,0,2528.03306,82,1
50,0,0,1,2,14,1,1,0,0,0,0,0,0,0,2454.24562,79,1
48,0,1,1,2,14,1,1,0,0,0,0,0,0,0,2640.57198,79,1
18,1,1,1,2,14,1,1,0,0,0,0,0,0,0,3119.34606,79,1
46,0,1,1,2,4,0,0,0,0,0,0,0,0,0,2174.56778,82,1
15,0,1,1,2,4,1,0,0,0,0,0,0,0,0,3056.50141,82,1
14,0,0,1,2,4,0,0,0,0,0,0,0,0,0,2625.10606,82,1
29,0,1,1,2,.,1,0,0,0,0,0,0,0,0,2240.03411,79,1
62,1,0,1,2,13,1,1,2,1,0,0,0,0,1,2749.87384,82,1
61,1,1,1,2,13,1,1,0,0,0,0,0,0,0,1976.51335,82,1
55,1,1,1,2,8,1,1,0,0,0,0,0,0,0,2276.9272,79,1
49,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2295.89503,82,1
14,0,1,1,2,14,0,0,0,0,0,0,0,0,0,3056.50141,82,1
60,1,0,1,2,14,0,1,0,0,0,0,0,0,0,2556.09629,79,1
76,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2166.4232,79,1
60,1,0,1,2,14,1,1,0,0,0,0,0,0,0,1874.16538,81,1
49,1,1,1,2,14,1,1,0,0,0,0,0,0,0,1976.8798,81,1
50,1,0,1,2,13,1,1,0,0,0,0,0,0,0,2494.11602,79,2
49,1,1,1,2,13,1,0,0,0,0,0,0,0,0,2400.10537,79,2
48,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2256.4079,81,1
31,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2321.76398,81,1
50,1,1,1,2,14,1,1,0,0,0,0,0,0,0,2341.11759,79,2
51,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2494.11602,79,2
17,0,0,1,2,14,1,1,0,0,0,0,0,0,0,3134.02242,79,2
42,1,1,1,2,14,1,0,0,0,0,0,0,0,0,2366.53048,79,2
13,0,1,1,2,14,0,0,0,0,0,0,0,0,0,2537.48946,79,2
67,1,0,1,2,14,0,0,0,0,0,0,0,0,0,1737.40285,81,1
66,1,1,1,2,14,0,0,0,0,0,0,0,0,0,2090.11045,81,1
61,1,1,1,2,14,1,0,0,0,0,0,0,0,0,2412.8497,79,2
65,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2266.10473,79,2
42,1,0,1,2,14,1,1,0,0,0,0,0,0,0,2404.218,81,1
32,1,1,1,2,14,0,1,0,0,0,0,0,0,0,2321.76398,81,1
